date,week,location,age_group,value
2022-10-09,40,DE,00+,0
2022-10-16,41,DE,00+,0
2022-10-23,42,DE,00+,0
2022-10-30,43,DE,00+,0
2022-11-06,44,DE,00+,0
2022-11-13,45,DE,00+,0
2022-11-20,46,DE,00+,0
2022-11-27,47,DE,00+,0
2022-12-04,48,DE,00+,0
2022-12-11,49,DE,00+,0
2022-12-18,50,DE,00+,0
2022-12-25,51,DE,00+,0
2023-01-01,52,DE,00+,0
2023-01-08,01,DE,00+,0
2023-01-15,02,DE,00+,0
2023-01-22,03,DE,00+,0
2023-01-29,04,DE,00+,0
2023-02-05,05,DE,00+,0
2023-02-12,06,DE,00+,0
2023-02-19,07,DE,00+,0
2023-02-26,08,DE,00+,0
2023-03-05,09,DE,00+,0
2023-03-12,10,DE,00+,0
2023-03-19,11,DE,00+,0
2023-03-26,12,DE,00+,0
2023-04-02,13,DE,00+,0
2023-04-09,14,DE,00+,0
2023-04-16,15,DE,00+,0
2023-04-23,16,DE,00+,0
2023-04-30,17,DE,00+,0
2023-05-07,18,DE,00+,0
2023-05-14,19,DE,00+,0
2023-05-21,20,DE,00+,0
2023-05-28,21,DE,00+,0
2023-06-04,22,DE,00+,0
2023-06-11,23,DE,00+,0
2023-06-18,24,DE,00+,0
2023-06-25,25,DE,00+,0
